# Historical data for USDCAD H1
# timestamp open high low close volume
2025-04-14 05:00 1.38524 1.38638 1.38500 1.38569 8645
2025-04-14 06:00 1.38568 1.38660 1.38545 1.38638 6007
2025-04-14 07:00 1.38638 1.38757 1.38557 1.38612 7439
2025-04-14 08:00 1.38611 1.38748 1.38330 1.38351 12290
2025-04-14 09:00 1.38349 1.38482 1.38281 1.38340 9979
2025-04-14 10:00 1.38340 1.38407 1.38310 1.38387 8361
2025-04-14 11:00 1.38388 1.38489 1.38342 1.38482 5947
2025-04-14 12:00 1.38481 1.38636 1.38386 1.38618 6741
2025-04-14 13:00 1.38613 1.38739 1.38477 1.38670 6851
2025-04-14 14:00 1.38669 1.38885 1.38640 1.38814 10219
2025-04-14 15:00 1.38813 1.39029 1.38731 1.38891 16302
2025-04-14 16:00 1.38888 1.38888 1.38627 1.38653 13107
2025-04-14 17:00 1.38654 1.38948 1.38614 1.38938 11739
2025-04-14 18:00 1.38935 1.39100 1.38879 1.39034 11078
2025-04-14 19:00 1.39035 1.39044 1.38800 1.38803 10347
2025-04-14 20:00 1.38803 1.38804 1.38627 1.38629 6822
2025-04-14 21:00 1.38630 1.38770 1.38625 1.38717 6287
2025-04-14 22:00 1.38718 1.38823 1.38684 1.38694 4381
2025-04-14 23:00 1.38632 1.38840 1.38632 1.38733 807
2025-04-15 00:00 1.38772 1.38955 1.38674 1.38947 2897
2025-04-15 01:00 1.38948 1.39079 1.38929 1.39004 5565
2025-04-15 02:00 1.39004 1.39019 1.38899 1.38937 8421
2025-04-15 03:00 1.38937 1.38964 1.38833 1.38873 7978
2025-04-15 04:00 1.38873 1.38885 1.38760 1.38783 7426
2025-04-15 05:00 1.38784 1.38785 1.38683 1.38719 5210
2025-04-15 06:00 1.38718 1.38729 1.38496 1.38543 5767
2025-04-15 07:00 1.38548 1.38708 1.38502 1.38697 5937
2025-04-15 08:00 1.38696 1.38776 1.38673 1.38725 8462
2025-04-15 09:00 1.38723 1.38730 1.38566 1.38582 9161
2025-04-15 10:00 1.38580 1.38628 1.38495 1.38556 8460
2025-04-15 11:00 1.38557 1.38640 1.38510 1.38612 6803
2025-04-15 12:00 1.38612 1.38659 1.38493 1.38634 6046
2025-04-15 13:00 1.38634 1.38784 1.38624 1.38719 8643
2025-04-15 14:00 1.38718 1.39149 1.38675 1.38998 10490
2025-04-15 15:00 1.38997 1.38997 1.38675 1.38777 11664
2025-04-15 16:00 1.38775 1.39227 1.38735 1.39061 13448
2025-04-15 17:00 1.39061 1.39574 1.39061 1.39448 10465
2025-04-15 18:00 1.39447 1.39689 1.39407 1.39687 8035
2025-04-15 19:00 1.39688 1.39769 1.39555 1.39667 7466
2025-04-15 20:00 1.39667 1.39746 1.39646 1.39664 7128
2025-04-15 21:00 1.39665 1.39717 1.39600 1.39661 6092
2025-04-15 22:00 1.39661 1.39666 1.39559 1.39579 2758
2025-04-15 23:00 1.39471 1.39595 1.39471 1.39586 880
2025-04-16 00:00 1.39582 1.39619 1.39500 1.39506 1553
2025-04-16 01:00 1.39504 1.39644 1.39500 1.39575 4724
2025-04-16 02:00 1.39574 1.39593 1.39466 1.39503 9244
2025-04-16 03:00 1.39502 1.39502 1.39433 1.39483 6929
2025-04-16 04:00 1.39478 1.39491 1.39425 1.39461 6455
