# Historical data for AUDUSD M15
# timestamp open high low close volume
2025-04-17 08:15 0.63410 0.63438 0.63388 0.63393 1584
2025-04-17 08:30 0.63393 0.63424 0.63357 0.63407 1246
2025-04-17 08:45 0.63405 0.63434 0.63352 0.63371 1543
2025-04-17 09:00 0.63371 0.63428 0.63356 0.63385 1990
2025-04-17 09:15 0.63385 0.63466 0.63374 0.63466 2393
2025-04-17 09:30 0.63466 0.63517 0.63448 0.63501 1732
2025-04-17 09:45 0.63500 0.63524 0.63483 0.63498 1569
2025-04-17 10:00 0.63498 0.63547 0.63493 0.63537 1453
2025-04-17 10:15 0.63536 0.63537 0.63476 0.63524 1478
2025-04-17 10:30 0.63524 0.63574 0.63519 0.63528 1451
2025-04-17 10:45 0.63529 0.63564 0.63522 0.63539 1410
2025-04-17 11:00 0.63540 0.63555 0.63519 0.63553 1370
2025-04-17 11:15 0.63553 0.63585 0.63528 0.63540 1354
2025-04-17 11:30 0.63540 0.63551 0.63513 0.63543 1055
2025-04-17 11:45 0.63543 0.63552 0.63516 0.63536 1299
2025-04-17 12:00 0.63535 0.63571 0.63495 0.63557 1832
2025-04-17 12:15 0.63556 0.63556 0.63516 0.63539 1553
2025-04-17 12:30 0.63539 0.63554 0.63509 0.63524 1615
2025-04-17 12:45 0.63523 0.63551 0.63512 0.63532 1442
2025-04-17 13:00 0.63532 0.63599 0.63525 0.63581 1450
2025-04-17 13:15 0.63582 0.63622 0.63573 0.63615 1203
2025-04-17 13:30 0.63614 0.63620 0.63573 0.63594 1128
2025-04-17 13:45 0.63593 0.63613 0.63562 0.63588 1359
2025-04-17 14:00 0.63587 0.63690 0.63583 0.63628 2199
2025-04-17 14:15 0.63629 0.63672 0.63599 0.63619 2248
2025-04-17 14:30 0.63609 0.63699 0.63605 0.63697 2196
2025-04-17 14:45 0.63697 0.63815 0.63667 0.63806 2302
2025-04-17 15:00 0.63809 0.63823 0.63753 0.63794 2283
2025-04-17 15:15 0.63790 0.63846 0.63782 0.63817 2163
2025-04-17 15:30 0.63819 0.63888 0.63790 0.63849 3090
2025-04-17 15:45 0.63850 0.63884 0.63806 0.63873 2666
2025-04-17 16:00 0.63873 0.63882 0.63824 0.63864 2459
2025-04-17 16:15 0.63864 0.63903 0.63827 0.63839 2214
2025-04-17 16:30 0.63839 0.63854 0.63728 0.63736 2419
2025-04-17 16:45 0.63734 0.63750 0.63648 0.63659 2682
2025-04-17 17:00 0.63660 0.63769 0.63655 0.63769 2405
2025-04-17 17:15 0.63768 0.63815 0.63745 0.63790 1693
2025-04-17 17:30 0.63791 0.63820 0.63758 0.63776 1761
2025-04-17 17:45 0.63777 0.63805 0.63760 0.63803 1761
2025-04-17 18:00 0.63803 0.63884 0.63786 0.63831 2840
2025-04-17 18:15 0.63833 0.63894 0.63815 0.63825 2124
2025-04-17 18:30 0.63825 0.63838 0.63759 0.63799 1954
2025-04-17 18:45 0.63798 0.63857 0.63784 0.63841 1846
2025-04-17 19:00 0.63840 0.63864 0.63815 0.63835 1594
2025-04-17 19:15 0.63836 0.63841 0.63790 0.63801 1224
2025-04-17 19:30 0.63802 0.63840 0.63792 0.63813 979
2025-04-17 19:45 0.63812 0.63868 0.63811 0.63850 1634
2025-04-17 20:00 0.63850 0.63918 0.63816 0.63844 1407
2025-04-17 20:15 0.63844 0.63908 0.63838 0.63859 1255
2025-04-17 20:30 0.63860 0.63925 0.63857 0.63912 1037
2025-04-17 20:45 0.63913 0.63930 0.63878 0.63902 1789
2025-04-17 21:00 0.63903 0.63911 0.63865 0.63872 1111
2025-04-17 21:15 0.63871 0.63903 0.63864 0.63876 1092
2025-04-17 21:30 0.63876 0.63920 0.63875 0.63916 1034
2025-04-17 21:45 0.63916 0.63916 0.63865 0.63886 1259
2025-04-17 22:00 0.63886 0.63929 0.63885 0.63928 615
2025-04-17 22:15 0.63927 0.63933 0.63908 0.63910 278
2025-04-17 22:30 0.63910 0.63913 0.63897 0.63900 386
2025-04-17 22:45 0.63900 0.63928 0.63873 0.63910 1052
2025-04-17 23:00 0.63800 0.63859 0.63800 0.63857 30
2025-04-17 23:15 0.63859 0.63860 0.63856 0.63860 42
2025-04-17 23:30 0.63858 0.63860 0.63821 0.63826 183
2025-04-17 23:45 0.63826 0.63855 0.63804 0.63847 254
2025-04-18 00:00 0.63840 0.63843 0.63804 0.63814 524
2025-04-18 00:15 0.63814 0.63817 0.63790 0.63793 276
2025-04-18 00:30 0.63793 0.63862 0.63791 0.63839 855
2025-04-18 00:45 0.63836 0.63866 0.63820 0.63846 1114
2025-04-18 01:00 0.63844 0.63852 0.63816 0.63839 261
2025-04-18 01:15 0.63837 0.63862 0.63824 0.63838 369
2025-04-18 01:30 0.63843 0.63889 0.63799 0.63879 453
2025-04-18 01:45 0.63874 0.63894 0.63840 0.63877 702
2025-04-18 02:00 0.63874 0.63925 0.63855 0.63919 364
2025-04-18 02:15 0.63918 0.63927 0.63904 0.63922 247
2025-04-18 02:30 0.63922 0.63925 0.63832 0.63886 2888
2025-04-18 02:45 0.63893 0.63895 0.63836 0.63872 6784
2025-04-18 03:00 0.63871 0.63876 0.63801 0.63861 6339
2025-04-18 03:15 0.63861 0.63865 0.63827 0.63841 6246
2025-04-18 03:30 0.63849 0.63852 0.63790 0.63822 6709
2025-04-18 03:45 0.63822 0.63835 0.63759 0.63789 6596
2025-04-18 04:00 0.63788 0.63851 0.63762 0.63813 6779
2025-04-18 04:15 0.63813 0.63835 0.63760 0.63787 6493
2025-04-18 04:30 0.63785 0.63842 0.63760 0.63790 7035
2025-04-18 04:45 0.63790 0.63800 0.63644 0.63675 6448
2025-04-18 05:00 0.63674 0.63726 0.63644 0.63698 7329
2025-04-18 05:15 0.63698 0.63727 0.63653 0.63723 6987
2025-04-18 05:30 0.63720 0.63811 0.63708 0.63777 6967
2025-04-18 05:45 0.63775 0.63780 0.63701 0.63755 7562
2025-04-18 06:00 0.63750 0.63770 0.63719 0.63758 7544
2025-04-18 06:15 0.63759 0.63818 0.63729 0.63816 7820
2025-04-18 06:30 0.63818 0.63840 0.63747 0.63792 6868
2025-04-18 06:45 0.63792 0.63839 0.63760 0.63812 6358
2025-04-18 07:00 0.63813 0.63818 0.63714 0.63777 7110
2025-04-18 07:15 0.63785 0.63823 0.63756 0.63810 6443
2025-04-18 07:30 0.63806 0.63811 0.63746 0.63781 6441
2025-04-18 07:45 0.63779 0.63784 0.63711 0.63767 5438
2025-04-18 08:00 0.63769 0.63785 0.63730 0.63782 5977
2025-04-18 08:15 0.63782 0.63812 0.63736 0.63776 5378
2025-04-18 08:30 0.63777 0.63803 0.63728 0.63781 6515
2025-04-18 08:45 0.63789 0.63806 0.63736 0.63799 6704
2025-04-18 09:00 0.63789 0.63795 0.63701 0.63761 4281
